STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Belize,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.463393248575186,3.463393248575186,3.5072336694432265,3.5072336694432265,3.5072336694432265,3.5510740903112668,3.5510740903112668,3.5510740903112668,3.5949145111793075,3.5949145111793075,3.638754932047348,3.638754932047348,3.682595352915388,3.682595352915388,3.7264357737834284,3.7264357737834284,3.7702761946514687,4.077159140727751,4.1209995615957915,4.208680403331872,4.252520824199912,4.252520824199912,4.252520824199912,4.252520824199912,4.427882507672074,4.515563349408154,4.910127137220517,5.041648399824639,5.26085050416484,5.523893029373082,5.699254712845243,5.962297238053485,6.269180184129768,6.269180184129768,6.400701446733889,6.444541867601929,6.488382288469969,6.488382288469969,6.57606313020605,6.53222270933801,6.53222270933801,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.795265234546252,6.882946076282333,6.882946076282333,7.014467338886453,7.014467338886453,7.014467338886453,7.452871547566857,7.452871547566857,7.540552389302937,7.540552389302937,7.628233231039018,7.89127575624726,7.97895659798334,7.97895659798334,7.97895659798334
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,OECD members,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,39.517624739941056,39.516301719967146,39.555519440958086,39.56913653629014,39.625309845119716,39.637402647972365,39.68997734632257,40.36672993819007,40.29715748626497,39.84022297990688,39.92877015392281,39.88655706633683,39.76694125554817,39.759940959964,39.73808161516616,39.77910054271418,39.509296656145935,39.585936046983555,39.49701912577764,39.54274986626551,39.535098926908034,39.424592341328875,39.251223769850014,39.345609172550986,39.35340543802462,38.832580193075465,38.81746083669176,38.83494289172573,38.7280989782256,38.63757072236213,38.554909837675496,38.57472241187986,38.35348021441876,38.53687085837524,38.25792870530053,38.202848299681214,38.051391976444854,38.11050555905803,37.792175500654025,37.79942429998495,37.69005180647749,37.35839586413619,37.07773260884268,35.847045985238545,36.265424751173526,36.1470174015073,35.74860751275542,35.4003388665399,35.17058541254396,34.83025846762483,35.27739096807879,35.06763373696422,34.65560942635028,34.67520650975043,33.91599337216904,33.72495540436807,34.472251230625595,34.03876922166371,34.10596920657301,33.836792468697766,34.148350684938656,34.04857371788208,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Bolivia,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.731930213237334,27.63961968060556,27.515000461552663,27.58054093972122,27.61469583679498,27.64792762854242,27.682082525616174,27.71531431736361,27.934090279700914,27.967322071448354,28.370719099049204,28.865503553955506,28.900581556355583,29.39444290593557,29.89015046616819,29.923382257915627,30.419089818148247,30.452321609895687,30.947106064801993,30.98126096187575,31.476968522108372,31.51112341918213,31.54527831625589,32.04744761377273,32.019754453983204,32.49607680236315,32.51823133019477,32.53946275270008,32.74254592448999,32.72869934459522,33.04347826086956,33.07578694729069,33.42841318194406,33.55580171697591,33.78565494322902,33.86319579063971,34.03858580264008,34.1382811778824,34.21859134127204,34.28690113541955,34.298901504661686,34.44198283024093,33.82904089356595,33.801347733776424,34.11981907135604,34.285772916089726,34.41572565309702,34.53460103387796,34.65347650696945,34.772351980060925,34.896766085110315,35.02579562448076,35.15574836148805,35.282931782516386,35.28200867719007,35.15462014215822,35.022616080494785,35.263130250161545,35.544415120465246,35.564590972029904,35.68278796270655,35.83070146773747,35.83070146773747
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Nepal,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.846153846153847,24.846153846153847,24.916083916083917,24.846153846153847,24.846153846153847,24.846153846153847,24.944055944055943,24.944055944055943,24.944055944055943,25.888111888111887,25.888111888111887,26.727272727272727,27.643356643356643,27.93006993006993,28.034965034965037,28.146853146853147,28.251748251748253,28.356643356643357,28.46153846153846,28.56643356643357,28.692307692307693,28.717482517482516,28.742657342657342,28.767832167832168,28.786013986013987,28.895104895104893,28.913286713286713,28.938461538461542,28.956643356643358,28.98181818181818,28.999999999999996,29.07832167832168,29.156643356643357,29.234965034965033,29.31328671328671,29.391608391608393,29.469930069930072,29.548251748251747,29.626573426573426,29.641437042204394,29.71049877921172,29.584931984652947,29.487268922218345,29.42448552493896,29.312870596442274,29.194279734914545,29.06173700732473,28.964073944890128,28.880362748517612,28.782699686083014,28.78688524590164,28.515139867457272,28.295724450645277,28.16753889082665,27.964051621904428,27.73121799790722,27.540078828043253,26.973324729682595,26.774885245901636,26.501100802232298,26.31990512731078,26.12138123474015,26.11859086152773
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Timor-Leste,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,15.46738399462004,15.46738399462004,15.46738399462004,15.46738399462004,15.46738399462004,15.46738399462004,15.601882985877605,15.601882985877605,15.66913248150639,16.34162743779422,16.34162743779422,16.47612642905178,16.812373907195695,16.812373907195695,17.14862138533961,17.350369872225958,17.61936785474109,18.224613315400134,18.560860793544048,18.762609280430397,18.964357767316745,19.09885675857431,19.233355749831876,19.435104236718225,19.636852723604573,19.83860121049092,20.107599193006052,20.376597175521184,20.51109616677875,21.385339609952926,22.19233355749832,22.19233355749832,22.528581035642233,22.864828513786147,22.864828513786147,22.999327505043713,23.066577000672496,22.93207800941493,22.6630800268998,22.6630800268998,22.636180228648286,22.609280430396772,22.447881640887694,22.42098184263618,22.394082044384668,22.367182246133154,22.34028244788164,22.649630127774042,22.757229320780095,22.73032952252858,22.77067921990585,22.80430396772024,22.837928715534634,22.871553463349027,22.905178211163417,22.938802958977806,22.972427706792196,23.00605245460659,22.958977807666443,22.958977807666443,22.958977807666443,22.958977807666443,22.958977807666443
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,East Asia & Pacific (IDA & IBRD),Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.42305743373938,35.64332795039246,35.88148991823226,36.11474213432217,36.39609624705188,36.66291244229769,36.933781796030694,37.20842521520823,37.53390568334525,37.87159262762475,38.14384839702576,38.53450317217582,38.95197996196595,39.46879361768494,39.840943969071105,39.3326970948602,39.814218952530595,40.254455555414545,40.54340161054963,40.89013021544898,41.28686536788359,41.96114429214879,42.67903678693949,43.39462217242422,44.34540763282958,44.91275091272713,45.49039364648197,45.96551014248442,46.435082969313925,46.89241669091454,47.07259370551586,47.09310860449534,47.10293715211809,47.36586127362288,47.43352939171456,47.49030880229477,48.18487670585352,48.230658146466425,48.4000961130688,48.33773009961718,48.47100160264016,48.562577562104316,47.646499037787336,47.73875726204429,47.804113147349064,47.99436989831259,48.14282126011483,48.24499474268939,48.344814406813896,48.34937580121717,48.39231369987983,48.374960904224565,48.39048905840646,48.35440493665364,48.44531837664267,48.43173496018035,48.562656768923866,48.5567835101683,48.522120158634294,48.50452853263299,48.47288998329165,48.46735174461874,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,San Marino,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336,38.333333333333336
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Papua New Guinea,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.1195512962063332,1.1416331758159255,1.1504659276597624,1.2145033785275803,1.2145033785275803,1.2078788146447026,1.2542507618248466,1.296206333083072,1.3403700923022568,1.3779092876385637,1.4309057987015854,1.452987678311178,1.4949432495694033,1.5545643245153027,1.6031444596564062,1.6451000309146313,1.6738064744071017,1.7290111734310825,1.7510930530406748,1.759925804884512,1.7731749326502673,1.7555094289625934,1.7488848650797157,1.7820076844941042,1.828379631674248,1.8902088945811066,1.903458022346862,1.9586627213708432,2.0006182926290688,2.049198427770172,2.060239367574968,2.080113059223601,2.144150510091419,2.1596078258181337,2.1949388331934814,2.243518968334585,2.258976284061299,2.349511990460628,2.3870511857969348,2.40250850152365,2.413549441328446,2.4356313209380382,2.4466722607428344,2.4797950801572233,2.5018769597668156,2.5416243430640817,2.676323808682595,2.7491940113942497,2.797774146535353,2.797774146535353,2.8397297177935785,2.8397297177935785,2.8397297177935785,2.8816852890518043,2.9192244843881108,2.9324736121538666,3.1025040851477277,3.1025040851477277,3.1025040851477277,3.1025040851477277,3.1025040851477277,3.1025040851477277,3.1025040851477277
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDB,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,IDA blend,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36.16892901580516,36.29053148228237,36.3826041860988,36.57862734099558,36.8549959962802,36.93750833741811,36.95189172749322,36.95442453004368,36.73345981570132,36.853145593383516,36.86126373357035,36.95557624192485,37.278776579056995,37.257197583569315,37.5014725923239,37.55171900634141,37.69048203587058,37.85072803821186,37.98052019689529,38.29700750698555,38.19675689811047,38.74910543449106,38.3667298518281,38.76711415676065,39.05848379487154,38.85732776297837,39.1378104464922,39.063642957655176,39.297221017942505,39.371534904945094,39.520925616642785,42.03476069696292,42.35336225335182,42.61805628955533,43.284274533472754,43.24815154659417,43.37090291648503,43.529956573612786,43.74895414176678,43.73274788096807,43.739698370525225,43.75857545819449,43.79776414806329,43.88073109109495,43.94338785549489,44.01944375165272,44.106477612105635,44.00551248549796,44.062722830844464,44.128226517748395,44.44423721821125,44.697162402842245,44.7493145553493,44.90090591270223,45.16204290300251,45.273527523557284,45.41518165574445,45.81704441980744,45.69529772044955,45.945698207723765,46.102493887076186,46.080079534998184,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Burkina Faso,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,32.94956140350877,32.94956140350877,32.94956140350877,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,32.96783625730994,33.00438596491228,33.02266081871345,33.02266081871345,33.02266081871345,33.02266081871345,33.04093567251462,33.05921052631579,33.05921052631579,33.07748538011696,33.55566703216375,34.01557383040936,34.493755116959065,34.97193676900585,35.450118421052636,35.91002521929825,36.36993165204679,36.8298384502924,37.28974524853801,37.74965204678363,38.20955884502924,38.669465277777775,39.12937207602339,39.589278874269,40.04918567251462,40.50909247076023,40.97630884502924,41.450835526315785,41.918052266081865,42.38526900584795,42.90730994152047,43.42569627192982,43.92946271929824,44.40764437134503,44.91323830409357,45.4371067251462,46.02128252923976,46.75896710526316,47.328523026315786,48.11737682748538,48.68693274853801,49.293038377192985,49.82604459064328,50.35905080409358,51.19615058479532,51.676890350877194,52.15945796783625,52.67089985380117,53.349739400584795,53.40200548245614
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Zimbabwe,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.83846090215846,26.02740907328422,26.286719658782477,26.46435672741373,26.669107405971303,26.70685149282668,26.973980095644308,27.11435672741373,27.43770867261212,27.693692387230197,28.001075610701818,28.36002455732196,28.60037223730128,28.928714230321827,29.167232260566113,29.374477963034767,29.671314721468267,29.858616776528375,30.1003125242342,30.35012433759855,30.76413209254233,31.099028305544785,31.655424066175524,31.849062427297405,32.08175856275042,32.47613803799923,32.29852009822929,32.670128215070434,33.38022308388264,33.720075222954634,34.20241721597518,33.870503037352975,34.468164146309945,35.50803618973762,35.782718366291846,36.4801876696394,36.51934884322088,36.98595915729611,37.99758769548921,39.07808814786093,39.281676618844514,39.87880806514153,40.35134470725087,41.24962388522683,41.50320899573478,42.0098622204989,41.74412407910042,42.36632208866485,41.9757303864547,41.71335375468528,42.231384257464136,41.85129171513506,41.84425281116712,41.83876541295076,41.8325022618586,41.82753211839214,41.82178622204989,41.81681607858343,41.81960294687864,41.81695980354142,41.809145405195814,41.79771074059713,41.79170634612899
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Arab World,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.845967197934467,27.838579866531393,27.859228792862876,27.86341198052486,27.88414991084915,27.88503995077723,27.93924338239738,27.967368644124743,28.02735733527742,28.096246425710905,28.24755321348471,28.376163983092447,28.36282535636658,28.423170278328048,28.388636606173108,28.465091308186235,28.48333719167016,28.533357613709015,28.54848834635422,28.644523996496435,28.272895401868254,28.299039527792974,28.35327875411055,28.849354954616256,29.272075583171812,29.70855271783115,30.199785303804195,30.66091663224425,31.10040211257069,31.594678645934714,31.650991672667782,31.75271869855282,32.44981701191525,33.11930783073654,33.74689848569227,34.390239724671,34.98280454038657,35.69456829916004,36.31235418561157,36.33395741560782,36.313948766184396,36.35548544599668,36.41251632028514,36.48371847119257,36.48787072936778,36.503735303811354,36.516735083283265,36.44462073736791,36.41796386859199,36.466549139072164,36.48711852438229,39.81885510163439,39.87056974854433,39.83799962138907,39.87086341100145,39.93638589708858,39.98521537678247,39.970860288989876,39.907787134641126,39.96872860824382,39.96733662281129,40.87546712982615,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,East Asia & Pacific,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,43.453740239325064,43.685575357913486,43.95210772740396,44.212602306982866,44.573409986475305,44.77421386203308,45.053470803658875,46.21330173418216,46.302199740211556,45.806263453436245,46.2256466436219,46.50234508237407,46.69415942536697,47.128578120629456,47.35425137294563,47.089033086310394,47.01826641103355,47.49905710730464,47.56490350916672,47.89676209721774,48.17389036694773,48.39035410922196,48.56756705221573,49.142207936329356,49.76297947323034,49.380113893541214,49.84980237735777,50.19483933264934,50.289412122291196,50.466057244873824,50.505220542282544,50.64094804399269,50.3955058859753,50.93130222369336,50.72774464150749,50.825676521785695,51.14250196396766,51.22998838511479,50.91282330859526,50.931899800765905,51.01797237912966,50.71249190661748,49.80166787679657,48.03713786207532,48.69876010277427,48.76799670083288,48.41899824865011,48.109683706266665,47.971339834307756,47.64642436980495,48.47592866305562,48.088254518629874,47.466835977574874,47.55026292938279,46.51571226855067,46.25480544253424,47.53301961318514,46.99186897438473,47.10734330389643,46.81231258302316,47.10812218787223,47.123120497379404,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTU,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Lithuania,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.06828334396937,53.174856413529035,49.872367581365666,54.4033184428845,54.41927249521379,54.51499680918953,54.64262922782387,55.77536694320357,54.530950861518825,46.202935545628584,46.02744097000638,40.539246968730055,41.54913848117422,45.26164645820038,44.52297383535418,43.01052967453734,42.63422417231751,42.90386916633426,44.23294774631033,44.7697609854166,45.348948527299996,46.1332269644994,47.12529928172386,47.979249800478854,47.15526324191437,46.859085902204626,47.05412741497685,47.50878313637815,46.99457042478441,46.92221689825906,46.503418311928954,45.89456869009585
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Suriname,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.25543960189800347,0.2616698360906377,0.25543960189800347,0.2865907728611746,0.29282100705380887,0.27413030447590614,0.2679000702832719,0.2679000702832719,0.29282100705380887,0.2990512412464431,0.32397217801698,0.3302024122096142,0.34889311478751694,0.35512334898015113,0.3613535831727854,0.3675838173654196,0.3800442857506881,0.38627451994332235,0.3987349883285907,0.429886159291762,0.45480709606229885,0.4672675644475673,0.4672675644475673,0.47972803283283577,0.5046489696033727,0.5233396721812754,0.5482606089518123,0.5482606089518123,0.5482606089518123,0.5482606089518123,0.5544908431444465,0.5544908431444465,0.5544908431444465,0.5544908431444465,0.5544908431444465,0.5544908431444465,0.5482606089518123,0.5482606089518123,0.5482606089518123,0.5482606089518123,0.5358001405665438,0.4610373302549331,0.5015338525070556,0.48284314992915295,0.453561049223772,0.453561049223772,0.4361163934843961,0.4411005808385035,0.5009108290877922,0.48782733728326033,0.4984187354107385,0.4560531429008257,0.518355484827168,0.5495066557903392,0.542030374759178,0.542030374759178,0.5233396721812754,0.5233396721812754,0.5233396721812754,0.4984187354107385,0.48595826702547,0.4485768618696646,0.4450380888482484
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Equatorial Guinea,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.235294117647059,5.163992869875223,5.128342245989305,5.057040998217468,5.021390374331551,4.950089126559715,4.9144385026737964,4.8431372549019605,4.807486631016043,4.736185383244207,4.7005347593582885,4.629233511586453,4.593582887700535,4.522281639928698,4.486631016042781,4.4153297682709445,4.379679144385027,4.308377896613191,4.2727272727272725,4.2014260249554365,4.165775401069519,4.094474153297683,4.0588235294117645,3.844919786096257,3.844919786096257,3.844919786096257,3.844919786096257,3.844919786096257,3.844919786096257,3.702317290552585,3.702317290552585,3.7379679144385025,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.702317290552585,3.7379679144385025,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.671301247771836,3.6759358288770057,3.6805704099821748,3.685204991087344,3.689839572192513,3.6944741532976826,3.699108734402852,3.7037433155080213,3.708377896613191,3.7130124777183604,3.7176470588235295,3.722281639928698,3.7269162210338678,3.7315508021390373,3.736185383244207,3.740463458110517,3.740463458110517,3.740463458110517,3.733333333333334
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Latin America & Caribbean,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.288258546452198,28.475453946616287,28.65193467659004,28.840320595664174,29.011023074861175,29.170612383814266,29.31496404696901,29.50100877822842,29.627477751479248,29.848590487452743,30.14307704578965,30.430335809404948,30.680987665705548,30.934174973615725,31.201948968876376,31.536798631519225,31.87742373994076,32.179394367402104,32.47424678622108,32.77957766717319,32.93937880799981,33.076072228404605,33.3371977863985,33.52633028688476,33.666800312328256,33.67715774856995,33.69052846493714,33.68718383069667,33.688563622705615,33.67087691438402,33.663950527463776,33.591160182740516,33.54858254881382,33.496689585344555,33.44437274564166,33.475648648855454,33.517241460694,33.628595840873345,33.65557177561581,33.62561136754484,33.49774081566056,33.53076403265327,33.53453889800267,33.602752027742234,33.65827639494476,33.64244542212458,33.696436026451984,33.43660763374784,33.29515255022057,33.36235484268585,33.28432426167548,33.28393425035898,33.28758585969138,33.08227658179405,33.131483531635595,32.99488546545129,32.834270859275136,32.595980379765884,32.45695213120772,32.43465546417468,32.28272400931285,32.037944875970034,
