STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Liberia,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.905730897009967,11.88496677740864,11.88496677740864,11.853820598006644,11.853820598006644,11.82267441860465,11.82267441860465,11.801910299003323,11.801910299003323,11.781146179401993,11.781146179401993,11.781146179401993,11.781146179401993,11.781146179401993,11.781146179401993,11.781146179401993,11.833056478405316,11.833056478405316,11.833056478405316,11.833056478405316,11.833056478405316,11.874584717607974,11.926495016611295,11.93687707641196,11.957641196013288,12.05107973421927,12.113372093023255,12.082225913621263,12.082225913621263,11.044019933554818,11.358181063122924,11.66860672757475,11.980776578073089,12.293066860465116,12.609138289036546,12.927967192691032,13.242068106312294,13.566669435215948,13.878114617940199,14.193482142857142,14.506779485049833,14.821140988372095,15.135464078073088,15.449584717607973,15.759581602990034,16.069356312292356,16.37438642026578,16.68627284053156,16.996792981727577,17.307252906976743,17.61481623754153,17.926040282392027,18.236620639534884,18.5462344269103,18.858525747508306,19.170293812292357,19.48389015780731,19.797589285714288,19.96511627906977,19.96511627906977,19.96511627906977,19.96511627906977,19.96511627906977
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Sierra Leone,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36.18730950401773,36.25658077029648,36.35356054308673,36.422831809365476,36.49210307564422,36.56137434192297,36.63064560820172,36.76918814075921,36.83845940703796,36.907730673316706,36.97700193959545,37.0462732058742,37.11554447215295,37.184815738431695,37.25408700471044,37.323358270989196,37.39262953726794,37.53117206982544,37.66971460238293,37.73898586866168,37.808257134940426,38.01607093377667,38.085342200055415,38.293155998891656,38.985868661679135,39.05513992795788,39.12441119423663,39.13826544749238,39.13826544749238,39.13826544749238,39.13826544749238,38.999722914934885,38.94430590191188,38.93045164865614,38.93045164865614,38.93045164865614,38.91659739540039,38.91659739540039,38.84732612912164,38.93045164865614,41.58381823219728,44.75034635633139,49.41354945968413,52.26835688556387,52.81269049598226,55.83097811027986,50.20393460792463,51.430174563591024,52.65960099750624,54.45247991133277,55.66126350789693,53.15392075367138,54.70559711831532,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834,54.710446106954834
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Euro area,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,55.68172671851624,55.65106671103171,55.56228130370169,55.30563339260658,55.14768664227696,55.01965310628609,54.97741780504218,54.6532266027633,54.6867493173066,54.08798716843422,53.26834020244733,53.07164318555403,52.844120207143824,52.68965047986206,52.519504961504566,52.20464247067337,52.1562065105271,52.16592477519195,52.02260021094858,51.87983714495792,51.82337158805072,51.74635869254012,51.317783395215514,51.214913405417335,51.11943487999416,50.99296006665654,50.91843619370564,50.5981412185898,50.565568144944784,50.31925761608255,49.45219144170499,48.56961843551816,48.45219317517601,48.30852082610712,47.721778067012345,47.62462135976958,47.388834616678814,47.41707242763955,47.36518436005676,46.81910702776056,46.25843850791646,45.959050656897716,45.56513131534636,45.35185609301076,45.45251670223683,44.94216847867398,44.53409610444754,44.82146333980009,44.497035673576384,44.30653930589526,43.87451865807836,43.72966791089904,43.61818618717264,43.03274548054016,42.980349199672816,42.74128515081297,42.726214995305256,42.51224035168995,42.812102371830996,42.42709249056623,42.359004791814584,42.6163618554284,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARG,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Argentina,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,50.363395196386875,49.85365532815189,49.28398905246849,48.707380083239244,48.153060814341416,47.849043918017756,47.39411478830266,47.2231052841206,46.546009960938214,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54637536586168,46.54674077078514,46.54710617570861,46.54674077078514,46.54674077078514,46.54674077078514,46.54674077078514,46.545279151091286,46.57816559420321,46.61287906193248,46.64759252966174,46.68230599739101,46.71701946512027,46.752829147619934,46.78827342519613,46.82371770277233,46.85770036065466,46.89241382838392,46.92237703210813,46.95818671460779,46.993265587260524,47.03126769930098,47.174981455700134,47.318695212099286,47.473736521125886,47.55339479444146,47.49109325499052,46.423562771084775,45.430209486642624,46.13891233570481,45.7919603608739,45.58130442249579,44.9219312381015,44.19591773273553,44.12393606875459,43.43242365777636,42.98257610471043,42.36139277740628,42.605848671204996,43.000485988548206,43.10974206066452,43.427644344079894,42.4367915620695
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,World,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.394823008853805,35.46634009488657,35.55478104862023,35.63746756079358,35.736071331593905,35.81927720951223,35.91679847951202,36.24113708226855,36.28489189559483,36.23818590364098,36.38086528187727,36.50671256337404,36.597690851310055,36.715582034984784,36.82176289468644,36.82554592763982,36.87713549699418,37.050300382732175,37.137831531097135,37.27116673008814,37.33124335041748,37.46443461808081,37.54070821714886,37.808226097312435,38.061519330145764,38.02759732659462,38.182630167580946,38.320415758031075,38.41287809790102,38.51354536804589,38.5555083028725,36.7045617358596,36.69760082770652,36.864356820319394,36.84847266519083,36.903144140597725,37.03123696397764,37.14129645573775,37.15471439044085,37.172937449235086,37.173381709555734,37.10286965263409,36.936968255647535,36.56732054025726,36.61895813600321,36.62394395326572,36.55540700622753,36.45258055737149,36.41823345162884,36.423676670256754,36.5889115906407,36.939192789546595,36.85894998995847,36.85592905958671,36.6949673290446,36.64946240863836,36.894599420939095,36.77274947236845,36.80753842382762,36.7455822677967,36.83807799235308,36.88359277307663,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Palau,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522,9.347826086956522
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,"Venezuela, RB",Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.803752621733462,21.88311320219942,21.96247378266538,22.04410180828751,22.123462388753474,22.202822969219433,22.295788220622413,22.400090697806245,22.49305594920923,22.598492148971147,22.703928348733065,22.748143529278387,22.87738790318009,22.951079870755624,23.012300889972224,23.20730117340287,23.44991780511309,23.513406269485856,23.69480188197948,23.830848591349696,23.8535230429114,23.989569752281618,24.125616461651834,24.2503259452412,24.533756589762483,24.771838331160364,24.89654781474973,24.953233943653988,24.72648942803696,24.783175556941217,24.77977438920696,24.496343744685674,24.491808854373335,24.495210022107592,24.50654724788844,24.517884473669294,24.529221699450144,24.529221699450144,24.52582053171589,24.528087976872058,24.531489144606315,24.531489144606315,24.42038433195397,24.477070460858226,24.482739073748654,24.437390170625246,24.44192506093759,24.48840768663908,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564,24.375035428830564
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Tajikistan,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.07344955701629,32.459274078308084,31.937696484709914,32.73792512146328,32.7593598170906,32.59502715061446,32.487853672477854,32.637896541869104,32.67362103458131,32.67362103458131,32.659331237496424,32.837953701057444,33.223778222349246,33.38096599028294,33.8310945984567,33.78822520720205,33.773935410117176,34.00543012289226,27.209202629322665,26.8076593312375,26.214632752214918,26.45684481280366,26.800974161658957,27.076158224655956,27.36436342675985,27.679948123063618,27.77289430074213,27.840622523236547,27.83125585416817,27.788745586857843,28.07262771093018,27.946537935009726
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Bahrain,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.492753623188406,14.084507042253522,14.084507042253522,14.084507042253522,14.084507042253522,14.084507042253522,14.084507042253522,14.084507042253522,14.084507042253522,13.943661971830986,13.788732394366196,13.64788732394366,13.305555555555557,12.986301369863012,12.662162162162163,12.527027027027026,12.213333333333333,11.921052631578947,11.776315789473685,11.614173228346457,11.395045632333769,11.220779220779221,11.077922077922079,10.933852140077821,10.69408740359897,10.551989730423621,10.397435897435898,10.411311053984576,10.384615384615385,10.318471337579618,10.253164556962027,10.253164556962027,10.125
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Bosnia and Herzegovina,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96875,42.7734375,42.578125,42.48046875,42.3828125,42.28515625,42.1875,41.11328125,41.6015625,41.5234375,41.46484375,42.36328125,42.37109375,42.12890625,42.16796875,41.97265625,41.6015625,41.5625,41.875,42.01171875,42.109375,42.20703125,42.12890625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.7890625,44.19921875,21.81640625,21.73828125
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Honduras,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.633300563052998,26.722674054875323,26.767360800786488,26.81204754669765,26.856734292608813,26.94610778443114,27.035481276253464,27.080168022164624,27.080168022164624,27.16954151398695,27.214228259898114,27.52703548127625,27.616408973098576,27.670033068191973,28.018589686299045,28.33139690767718,29.001698096344626,29.108946286531417,29.108946286531417,29.108946286531417,29.171507730807043,29.216194476718204,29.225131825900437,29.287693270176067,29.2966306193583,29.359192063633927,29.359192063633927,29.359192063633927,30.127804093305926,29.671999285012063,29.86862096702118,29.984806506390203,31.709714898561085,31.45946912145858,31.101975154169274,31.101975154169274,30.342300473679508,30.342300473679508,29.823934221110022,26.231119849852536,26.240057199034766,27.062293323800162,28.17946197157923,28.063276432210206,28.15264992403253,28.242023415854856,28.242023415854856,28.45651979622844,28.581642684779695,29.207257127535975,29.591563142371974,30.011618553936902,30.11886674412369,30.163553490034857,30.163553490034857,30.60148359996425,31.173473947627134,31.361158280454017,31.361158280454017,31.62034140673876,31.959960675663595,31.959960675663595,31.959960675663595
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Caribbean small states,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.268746743386661,4.27125629467613,4.278784948544537,4.2913327049918815,4.2938422562813505,4.303880461439226,4.303880461439226,4.308899564018164,4.316428217886571,4.3239568717549774,4.349052384649667,4.351561935939135,4.386695653991701,4.3914638014416925,4.38766365590321,4.270362516096566,4.158078465223852,4.053320674919505,3.941538608893872,3.818325912224752,3.6942233437728444,3.5548144330577243,3.4003498527994087,3.4158235611329415,3.4287880330298823,3.4495308869566155,3.480461491739556,3.491769867588346,3.513114938259861,3.5442462819577294,3.565340679909229,3.5839255905004928,3.6052709120956514,3.60102202203757,3.596020110124867,3.600804471238517,3.591035261019933,3.5785056397974535,3.597090801312361,3.6041836599476755,3.5950666002789626,3.5696397546960426,3.5863680812478718,3.5650310401329532,3.539779841100595,3.5377975443156875,3.5305458510139363,3.5326034248919416,3.5702419714408244,3.575511367957668,3.5805298408308524,3.5634670330620257,3.5873047792096515,3.598596343174316,3.6181683873797352,3.6156591509431433,3.613149914506551,3.613149914506551,3.6181683873797352,3.6231868602529196,3.625696096689512,3.6106406780699585,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Mauritius,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,48.76847290640394,49.26108374384236,49.26108374384236,49.26108374384236,49.75369458128079,48.76847290640394,51.724137931034484,54.679802955665025,54.679802955665025,55.172413793103445,55.172413793103445,55.66502463054187,55.66502463054187,55.66502463054187,55.66502463054187,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,56.15763546798029,55.66502463054187,55.04665024630542,54.491133004926105,53.93566502463054,53.69458128078818,52.70935960591133,51.96522167487685,50.96950738916256,49.91088669950739,49.16674876847291,49.59650246305418,48.48546798029557,49.10389162561576,50.24630541871922,49.26108374384236,48.76847290640394,48.275862068965516,47.29064039408867,46.30541871921182,45.320197044334975,44.827586206896555,44.827586206896555,44.827586206896555,44.566850275413124,43.56534802203305,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.064596895343016,43.04326489734602
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Lebanon,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,54.936461388074285,55.718475073313776,55.718475073313776,56.695992179863154,58.260019550342136,58.260019550342136,59.2375366568915,60.215053763440864,60.60606060606061,61.09481915933529,61.58357771260997,62.07233626588465,63.049853372434015,62.56109481915934,62.07233626588465,61.58357771260997,61.09481915933529,60.50830889540567,59.92179863147605,58.748778103616814,58.45552297165201,58.45552297165201,58.45552297165201,58.45552297165201,58.55327468230694,58.65102639296188,59.04203323558163,59.04203323558163,59.04203323558163,59.13978494623656,59.2375366568915,59.2375366568915,59.2375366568915,59.33528836754643,59.530791788856305,60.410557184750736,60.80156402737048,61.19257086999023,56.94037145650049,58.162267839687196,58.45552297165201,60.215053763440864,61.29032258064516,62.39491691104594,63.831867057673506,66.37341153470186,66.18768328445748,64.80938416422288,64.80938416422288,62.56109481915934,63.63636363636363,64.32062561094818,64.51612903225806,64.71163245356793,65.00488758553274,65.59139784946237,65.81818181818181,65.64516129032259,65.62072336265885,65.89589442815249,66.62949169110459,66.12756598240469,65.9055522971652
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Afghanistan,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,57.87835579473498,57.95501586863529,58.03167594253561,58.11600202382595,58.12366803121598,58.19266209772627,58.22945893319841,58.23099213467642,58.25552335832451,58.27085537310458,58.316851417444774,58.33524983518083,58.33708967695445,58.338776198580256,58.338776198580256,58.338316238136855,58.338316238136855,58.338316238136855,58.336783036658844,58.336783036658844,58.342915842570875,58.34444904404887,58.34444904404887,58.34444904404887,58.34444904404887,58.34444904404887,58.330650230746826,58.32298422335679,58.32298422335679,58.32298422335679,58.307652208576734,58.307652208576734,58.16046486668813,57.974947487849384,57.89828741394907,57.88908820508103,57.947349861245264,58.05927356913973,57.899820615427075,57.94581665976726,57.947349861245264,57.93968385385524,58.08380479278782,58.1512656578201,58.13440044156203,58.12366803121598,58.12980083712801,58.13286724008402,58.13286724008402,58.13440044156203,58.131334038606006,58.12980083712801,58.12366803121598,58.12366803121598,58.12366803121598,58.12366803121598,58.12366803121598,58.27698817901661,58.27698817901661,58.741548226852494,58.741548226852494,58.741548226852494,58.439507535685266
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SDN,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Sudan,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67128479657388,59.66453961456103,59.66004282655246,59.82327623126338,59.98650963597431,60.14974304068522,60.31316916488223,60.31316916488223,60.31316916488223,60.31316916488223,60.31316916488223,60.31316916488223
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SOM,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Federal Republic of Somalia,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,69.98597251888928,69.99394267861128,70.00191283833328,70.00988299805529,70.01785315777728,70.02582331749927,70.03379347722128,70.04176363694329,70.04973379666528,70.05770395638729,70.06567411610929,70.0736442758313,70.08161443555329,70.08958459527528,70.09755475499729,70.10552491471928,70.11349507444129,70.1214652341633,70.1294353938853,70.1374055536073,70.1453757133293,70.1533458730513,70.1613160327733,70.16928619249529,70.1772563522173,70.1852265119393,70.1931966716613,70.1995727994389,70.2011668313833,70.2043548952721,70.2043548952721,70.2059489272165,70.2075429591609,70.2171071508273,70.2266713424937,70.2346415022157,70.2426116619377,70.2442056938821,70.2442056938821,70.2442056938821,70.25058182165971,70.2808684286033,70.31115503554692,70.38766856887813,70.33825357860172,70.25855198138171,70.17885038416169,70.33825357860172,70.33825357860172,70.33825357860172,70.17885038416169,70.17885038416169,70.33825357860172,70.33825357860172,70.33825357860172,70.33825357860172,70.3393694009628,70.33920999776836,70.34128223929608,70.34160104568495,70.34144164249052,70.34303567443492,70.34335448082379
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MHL,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Marshall Islands,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,47.22222222222222,41.66666666666667,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889,38.88888888888889
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Syrian Arab Republic,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,81.29829143541191,81.45608880182827,81.84242028512352,80.8248993361628,77.80498422026336,74.16476221569268,74.16476221569268,73.02753291979542,73.1581238437262,73.23430188268581,73.2288605941887,77.05408640766134,78.77897486124714,78.99118511263468,76.76025682881706,77.33703340951136,76.39569049951028,76.22701055609969,75.960387419741,76.51539884644684,76.80378713679399,76.79290455979975,76.12906736315159,76.0311241702035,75.91141582326695,75.74273587985635,75.67199912939384,74.72521493089563,73.41386440309066,73.430188268582,73.52269017303298,74.0722603112417,74.23005767765807,75.01360322124279,75.02992708673413,75.03536837523126,75.11154641419088,74.83948198933507,74.91021873979759,74.60550658395908,74.67080204592448,74.86668843182066,75.23830273980064,75.74767118810263,75.32821267091573,75.57044055982138,75.67523415377913,75.68067959050316,75.7351339577434,75.73925829112889,75.7773784240048,75.8100528236127,75.8100528236127,75.79916135707673,75.78826989054076,75.78351031966454,75.80477590807602,75.79201655502914,75.75741436584435,75.76853455317757,74.99306758154985,74.09464684419757,74.09464684419757
